"locus_tag","confidence","p-value","PDB_ID","SCOP_ID"
"Rv2622","CERT",4E-06,"1fp2A2","NULL"
"Rv2623","CERT",3E-06,"1mjhA0","c.26.2.4"
"Rv2624c","CERT",1E-05,"1mjhA0","c.26.2.4"
"Rv2625c","MEDIUM",0.001,"1bncA0","b.84.2.1"
"Rv2626c","HIGH",0.0001,"2pgd02","NULL"
"Rv2627c","CERT",1E-06,"1c4xA0","c.69.1.10"
"Rv2628","LOW",0.055,"1fr3A0","b.40.6.1"
"Rv2629","CERT",1E-08,"1dt9A0","c.55.4.2"
"Rv2630","HIGH",0.0002,"1jw3A0","d.208.1.1"
"Rv2631","MEDIUM",0.007,"1jwbB0","c.111.1.1"
"Rv2632c","LOW",0.02,"1umuA0","b.87.1.1"
"Rv2633c","LOW",0.029,"2hlpA2","NULL"
"Rv2634c","HIGH",0.0003,"1cydA0","c.2.1.2"
"Rv2635","GUESS",0.258,"1c01A0","b.11.1.5"
"Rv2636","CERT",0.0001,"3aky01","NULL"
"Rv2637","MEDIUM",0.008,"1bi5A0","c.95.1.2"
"Rv2638","LOW",0.012,"7reqB2","NULL"
"Rv2639c","LOW",0.027,"1fp2A2","NULL"
"Rv2640c","CERT",8E-05,"1bjaA0","a.4.5.9"
"Rv2641","CERT",2E-05,"1ecsA0","d.32.1.2"
"Rv2642","HIGH",0.0002,"1bjaA0","a.4.5.9"
"Rv2643","MEDIUM",0.006,"2tysB0","NULL"
"Rv2644c","GUESS",0.221,"1gof03","NULL"
"Rv2645","LOW",0.043,"1a7701","NULL"
"Rv2646","CERT",4E-08,"1a0p00","a.60.9.1"
"Rv2647","LOW",0.075,"1cz4A1","NULL"
"Rv2648","MEDIUM",0.007,"1aihA0","d.163.1.1"
"Rv2649","CERT",7E-05,"1cxqA0","NULL"
"Rv2650c","LOW",0.019,"1gggA0","c.94.1.1"
"Rv2651c","MEDIUM",0.01,"1fo4A3","NULL"
"Rv2652c","LOW",0.058,"1gg4A1","NULL"
"Rv2653c","LOW",0.024,"1gcuA1","NULL"
"Rv2654c","GUESS",0.133,"2tct02","NULL"
"Rv2655c","LOW",0.046,"1a5t02","NULL"
"Rv2656c","LOW",0.093,"1mla02","NULL"
"Rv2657c","LOW",0.034,"1qbjA0","a.4.5.19"
"Rv2658c","GUESS",0.179,"1amoA0","b.43.4.1"
"Rv2659c","CERT",1E-08,"1a0p00","a.60.9.1"
"Rv2660c","GUESS",0.181,"1ihrA0","d.212.1.2"
"Rv2661c","LOW",0.081,"1bg601","NULL"
"Rv2662","GUESS",0.218,"1fo4A6","NULL"
"Rv2663","LOW",0.036,"1bylA0","d.32.1.2"
"Rv2664","LOW",0.048,"1bfd01","NULL"
"Rv2665","GUESS",0.164,"1vfyA0","NULL"
"Rv2666","HIGH",0.0003,"2tct00","a.4.1.9"
"Rv2667","LOW",0.012,"1a5t02","NULL"
"Rv2668","LOW",0.016,"1xbd00","b.2.2.1"
"Rv2669","CERT",4E-06,"1qsmA0","d.108.1.1"
"Rv2670c","CERT",2E-05,"1e32A2","NULL"
"Rv2671","CERT",1E-05,"1d1gA0","c.71.1.1"
"Rv2672","CERT",3E-06,"1c4xA0","c.69.1.10"
"Rv2673","GUESS",0.197,"2tbd00","d.89.1.1"
"Rv2674","GUESS",0.708,"1ptq00","NULL"
"Rv2675c","CERT",5E-06,"1vid00","c.66.1.1"
"Rv2676c","HIGH",0.0003,"1fwrA0","c.1.10.1"
"Rv2677c","CERT",5E-08,"1gosA0","c.3.1.2"
"Rv2678c","CERT",5E-10,"1uroA0","c.1.22.1"
"Rv2679","CERT",2E-08,"1ef8A0","c.14.1.3"
"Rv2680","LOW",0.033,"1ecsA0","d.32.1.2"
"Rv2681","CERT",6E-05,"1ezwA0","c.1.16.3"
"Rv2682c","CERT",5E-08,"1qs0B0","c.36.1.7"
"Rv2683","HIGH",0.0002,"1bykA0","c.93.1.1"
"Rv2684","HIGH",0.0003,"1gox00","c.1.4.1"
"Rv2685","MEDIUM",0.004,"1lxa00","b.81.1.1"
"Rv2686c","MEDIUM",0.005,"1qrrA0","c.2.1.2"
"Rv2687c","LOW",0.018,"1dp0A4","NULL"
"Rv2688c","CERT",8E-08,"1gajA0","c.37.1.12"
"Rv2689c","CERT",1E-06,"1dusA0","c.66.1.4"
"Rv2690c","MEDIUM",0.001,"1dtyA0","c.67.1.4"
"Rv2691","CERT",6E-05,"1c0pA1","NULL"
"Rv2692","CERT",1E-05,"1c0pA1","NULL"
"Rv2693c","HIGH",0.0009,"1e2xA0","a.4.5.6"
"Rv2694c","MEDIUM",0.004,"1e1oA1","NULL"
"Rv2695","MEDIUM",0.001,"1c4xA0","c.69.1.10"
"Rv2696c","MEDIUM",0.005,"1mla00","c.19.1.1"
"Rv2697c","CERT",2E-06,"1dupA0","b.85.4.1"
"Rv2698","MEDIUM",0.007,"1a3c00","c.61.1.1"
"Rv2699c","LOW",0.014,"1e0cA1","NULL"
"Rv2700","LOW",0.02,"1bgvA1","NULL"
"Rv2701c","CERT",5E-09,"1imbA0","e.7.1.1"
"Rv2702","LOW",0.023,"1fxjA1","NULL"
"Rv2703","HIGH",0.0004,"1qqeA0","a.118.8.1"
"Rv2704","CERT",1E-06,"1qu9A0","d.79.1.1"
"Rv2705c","GUESS",0.213,"1pysB1","NULL"
"Rv2706c","GUESS",0.24,"1f5nA1","NULL"
"Rv2707","MEDIUM",0.003,"1mroB0","a.89.1.1"
"Rv2708c","GUESS",0.201,"1eejA1","NULL"
"Rv2709","LOW",0.037,"1pysA0","d.104.1.1"
"Rv2710","CERT",8E-05,"1gkxA0","a.29.5.1"
"Rv2711","CERT",6E-08,"1bi000","a.4.5.24"
"Rv2712c","HIGH",0.0002,"2tct00","a.4.1.9"
"Rv2713","CERT",4E-10,"1lvl00","c.3.1.5"
"Rv2714","HIGH",0.0002,"1qsaA0","a.118.5.1"
"Rv2715","CERT",2E-09,"1c4xA0","c.69.1.10"
"Rv2716","GUESS",0.492,"1dmlB0","None"
"Rv2717c","GUESS",0.125,"1qr4A2","NULL"
"Rv2718c","LOW",0.018,"1whi00","b.39.1.1"
"Rv2719c","LOW",0.015,"1mpgA0","a.96.1.3"
"Rv2720","CERT",6E-05,"1umuA0","b.87.1.1"
"Rv2721c","MEDIUM",0.001,"1ixh00","c.94.1.1"
"Rv2722","GUESS",0.393,"1c0mA1","NULL"
"Rv2723","LOW",0.013,"1ef8A0","c.14.1.3"
"Rv2724c","CERT",1E-08,"1ivhA2","NULL"
"Rv2725c","CERT",4E-06,"1byuA0","c.37.1.8"
"Rv2726c","MEDIUM",0.007,"1qfhA1","NULL"
"Rv2727c","HIGH",0.0003,"1d3vA0","c.42.1.1"
"Rv2728c","MEDIUM",0.006,"2tct00","a.4.1.9"
"Rv2729c","LOW",0.022,"1j77A0","a.132.1.2"
"Rv2730","GUESS",0.154,"1f0lA1","NULL"
"Rv2731","CERT",4E-05,"1qsaA1","NULL"
"Rv2732c","MEDIUM",0.001,"1f1zA2","NULL"
"Rv2733c","MEDIUM",0.006,"2tct00","a.4.1.9"
"Rv2734","MEDIUM",0.009,"1bmdA0","c.2.1.5"
"Rv2735c","LOW",0.034,"1mpgA1","NULL"
"Rv2736c","HIGH",0.0003,"1gkxA0","a.29.5.1"
"Rv2737c","CERT",6E-09,"2reb01","NULL"
"Rv2738c","GUESS",0.156,"1ja1A3","NULL"
"Rv2739c","CERT",3E-09,"1iirA0","c.87.1.5"
"Rv2740","MEDIUM",0.004,"1qauA0","b.36.1.1"
"Rv2741","MEDIUM",0.002,"1qazA0","a.102.3.1"
"Rv2742c","LOW",0.044,"1qflA1","NULL"
"Rv2743c","MEDIUM",0.001,"1gkxA0","a.29.5.1"
"Rv2744c","CERT",2E-05,"1qu7A0","h.4.5.1"
"Rv2745c","LOW",0.014,"1vfrA0","d.90.1.1"
"Rv2746c","MEDIUM",0.002,"1qf9A0","c.37.1.1"
"Rv2747","CERT",3E-06,"1qsmA0","d.108.1.1"
"Rv2748c","CERT",4E-05,"1iqpA0","a.80.1.1"
"Rv2749","LOW",0.015,"1fnmA4","NULL"
"Rv2750","CERT",3E-09,"1cydA0","c.2.1.2"
"Rv2751","HIGH",0.0002,"1fp2A2","NULL"
"Rv2752c","CERT",2E-07,"1qh5A0","d.157.1.2"
"Rv2753c","CERT",3E-09,"1nal30","c.1.10.1"
"Rv2754c","HIGH",0.0003,"1c3qA0","c.72.1.2"
"Rv2755c","GUESS",0.117,"1g97A1","NULL"
"Rv2756c","HIGH",0.0002,"1jsxA0","c.66.1.20"
"Rv2757c","MEDIUM",0.005,"1f0kA0","c.87.1.2"
"Rv2758c","LOW",0.03,"1qc7A0","a.118.14.1"
"Rv2759c","MEDIUM",0.002,"1ga8A0","c.68.1.4"
"Rv2760c","LOW",0.053,"1bia01","NULL"
"Rv2761c","LOW",0.018,"1al300","c.94.1.1"
"Rv2762c","LOW",0.014,"1bi5A0","c.95.1.2"
"Rv2763c","CERT",2E-07,"1vdrA0","c.71.1.1"
"Rv2764c","CERT",2E-09,"1bkpA0","d.117.1.1"
"Rv2765","CERT",9E-08,"1qfmA2","NULL"
"Rv2766c","CERT",4E-09,"1cydA0","c.2.1.2"
"Rv2767c","LOW",0.085,"2lefA0","a.21.1.1"
"Rv2768c","LOW",0.043,"1d2sA0","b.29.1.4"
"Rv2769c","MEDIUM",0.009,"2tct00","a.4.1.9"
"Rv2780","MEDIUM",0.008,"1ulo00","b.18.1.14"
"Rv2771c","CERT",2E-05,"1akq00","c.23.5.1"
"Rv2772c","CERT",6E-06,"1ihgA1","NULL"
"Rv2773c","CERT",1E-05,"2scuA0","c.2.1.8"
"Rv2774c","GUESS",0.237,"1mbe00","NULL"
"Rv2775","CERT",3E-05,"1qsmA0","d.108.1.1"
"Rv2776c","CERT",2E-09,"2pia00","b.43.4.2"
"Rv2777c","LOW",0.012,"1c4xA0","c.69.1.10"
"Rv2778c","MEDIUM",0.005,"1fnf01","NULL"
"Rv2779c","HIGH",0.0002,"1bia00","a.4.5.1"
"Rv2780","CERT",4E-09,"1psdA0","c.2.1.4"
"Rv2781c","CERT",2E-07,"1a5300","c.1.2.4"
"Rv2782c","LOW",0.024,"1jusE0","a.4.1.9"
"Rv2783c","CERT",5E-05,"1go3E0","b.40.4.5"
"Rv2784c","GUESS",0.113,"3fruA2","NULL"
"Rv2785c","CERT",3E-05,"1a3200","a.16.1.2"
"Rv2786c","CERT",3E-05,"8abp00","c.93.1.1"
"Rv2787","CERT",7E-07,"1ihuA2","NULL"
"Rv2788","CERT",2E-08,"1bi000","a.4.5.24"
"Rv2789c","CERT",1E-08,"1ivhA2","NULL"
"Rv2790c","CERT",5E-08,"1qflA1","NULL"
"Rv2791c","MEDIUM",0.008,"1a7tA0","d.157.1.1"
"Rv2792c","CERT",5E-05,"2rslA0","c.53.1.1"
"Rv2793c","HIGH",0.0003,"8abp00","c.93.1.1"
"Rv2794c","CERT",6E-07,"1qr0A0","d.150.1.1"
"Rv2795c","CERT",1E-06,"1ush02","NULL"
"Rv2796c","GUESS",0.141,"1d1dA1","NULL"
"Rv2797c","HIGH",0.001,"1qfmA2","NULL"
"Rv2798c","GUESS",0.114,"1qcnA0","b.34.8.1"
"Rv2799","LOW",0.019,"1fnf01","NULL"
"Rv2800","CERT",1E-08,"1ju3A0","b.18.1.13"
"Rv2801c","LOW",0.014,"1a0i01","NULL"
"Rv2802c","HIGH",0.0003,"1c3qA0","c.72.1.2"
"Rv2803","HIGH",0.0004,"2uagA2","NULL"
"Rv2804c","MEDIUM",0.009,"1a5300","c.1.2.4"
"Rv2805","GUESS",0.266,"7reqB1","NULL"
"Rv2806","GUESS",0.308,"1a4iA1","NULL"
"Rv2807","MEDIUM",0.003,"1cxqA0","NULL"
"Rv2808","LOW",0.08,"1dvkA0","a.72.1.1"
"Rv2809","GUESS",0.146,"2occE0","a.118.11.1"
"Rv2810c","MEDIUM",0.001,"1ja1A3","NULL"
"Rv2811","MEDIUM",0.004,"2tct00","a.4.1.9"
"Rv2812","CERT",9E-06,"1cxqA0","NULL"
"Rv2813","CERT",9E-08,"1iqpA2","NULL"
"Rv2814c","CERT",7E-05,"1cxqA0","NULL"
"Rv2815c","MEDIUM",0.007,"1aihA0","d.163.1.1"
"Rv2816c","MEDIUM",0.008,"3chy00","c.23.1.1"
"Rv2817c","LOW",0.028,"1gpmA2","NULL"
"Rv2818c","CERT",2E-05,"1bn6A0","c.69.1.8"
"Rv2819c","LOW",0.095,"1j79A0","c.1.9.4"
"Rv2820c","GUESS",0.27,"1a34A0","b.121.7.1"
"Rv2821c","GUESS",0.112,"1pysB4","NULL"
"Rv2822c","LOW",0.021,"1d2zA0","a.77.1.2"
"Rv2823c","MEDIUM",0.01,"1dqyA0","c.69.1.3"
"Rv2824c","LOW",0.031,"2tnfA0","b.22.1.1"
"Rv2825c","MEDIUM",0.003,"2tct00","a.4.1.9"
"Rv2826c","LOW",0.013,"1al300","c.94.1.1"
"Rv2827c","LOW",0.061,"1ecmA0","a.130.1.1"
"Rv2828c","HIGH",0.0009,"2tct00","a.4.1.9"
"Rv2829c","LOW",0.083,"1fp2A2","NULL"
"Rv2830c","GUESS",0.152,"1gg4A0","c.98.1.1"
"Rv2831","CERT",3E-09,"1ef8A0","c.14.1.3"
"Rv2832c","CERT",8E-08,"1gajA0","c.37.1.12"
"Rv2833c","CERT",9E-08,"2thiA0","c.94.1.1"
"Rv2834c","LOW",0.015,"1a6cA0","b.121.4.2"
"Rv2835c","MEDIUM",0.01,"3aky01","NULL"
"Rv2836c","LOW",0.019,"1gg4A1","NULL"
"Rv2837c","HIGH",0.0003,"1dvjA0","c.1.2.3"
"Rv2838c","HIGH",0.0006,"1pvdA1","NULL"
"Rv2839c","CERT",1E-07,"1efcA0","b.43.3.1"
"Rv2840c","LOW",0.084,"2scuB2","NULL"
"Rv2841c","HIGH",0.0003,"1j4wA0","d.51.1.1"
"Rv2842c","HIGH",0.0008,"1qe0A1","NULL"
"Rv2843","LOW",0.068,"1pyiA0","NULL"
"Rv2844","MEDIUM",0.002,"1vdc02","NULL"
"Rv2845c","CERT",8E-07,"1qf6A0","c.51.1.1"
"Rv2846c","HIGH",0.0005,"1dykA0","b.29.1.4"
"Rv2847","CERT",4E-06,"1bmdA0","c.2.1.5"
"Rv2848c","CERT",4E-06,"1jvnA0","c.1.2.1"
"Rv2849c","HIGH",0.0007,"1byi00","c.37.1.10"
"Rv2850c","CERT",3E-09,"1g8pA0","c.37.1.20"
"Rv2851c","CERT",3E-05,"1qsmA0","d.108.1.1"
"Rv2852c","LOW",0.023,"2pgd02","NULL"
"Rv2853","HIGH",0.0002,"1c1gB0","NULL"
"Rv2854","CERT",5E-08,"1bn6A0","c.69.1.8"
"Rv2855","CERT",6E-10,"1lvl00","c.3.1.5"
"Rv2856","MEDIUM",0.006,"2mprA0","f.4.3.2"
"Rv2857c","CERT",4E-09,"1cydA0","c.2.1.2"
"Rv2858c","HIGH",0.0007,"1dxy01","NULL"
"Rv2859c","CERT",7E-07,"1qdlB0","c.23.16.1"
"Rv2860c","MEDIUM",0.003,"1cydA0","c.2.1.2"
"Rv2861c","CERT",4E-09,"1c24A0","d.127.1.1"
"Rv2862c","MEDIUM",0.007,"2rslA0","c.53.1.1"
"Rv2863","LOW",0.011,"1qasA1","NULL"
"Rv2864c","CERT",7E-08,"1e25A0","e.3.1.1"
"Rv2865","GUESS",0.104,"1ptf00","NULL"
"Rv2866","LOW",0.038,"1ft9A1","NULL"
"Rv2867c","HIGH",0.0004,"1qsmA0","d.108.1.1"
"Rv2868c","CERT",8E-06,"2mnr01","NULL"
"Rv2869c","MEDIUM",0.001,"1wod00","c.94.1.1"
"Rv2870c","CERT",2E-07,"1ebuA0","c.2.1.3"
"Rv2871","LOW",0.065,"1e2xA0","a.4.5.6"
"Rv2872","MEDIUM",0.006,"1fvkA0","c.47.1.13"
"Rv2873","MEDIUM",0.002,"1cwvA0","b.1.14.1"
"Rv2874","CERT",3E-06,"1qq2A0","c.47.1.10"
"Rv2875","MEDIUM",0.003,"1qba04","NULL"
"Rv2876","LOW",0.015,"1amm02","NULL"
"Rv2877c","MEDIUM",0.001,"2mprA0","f.4.3.2"
"Rv2878c","CERT",9E-06,"1eejA0","c.47.1.9"
"Rv2879c","MEDIUM",0.009,"1qtmA1","NULL"
"Rv2880c","LOW",0.037,"1fwrA0","c.1.10.1"
"Rv2881c","LOW",0.025,"1f16A0","f.1.4.1"
"Rv2882c","MEDIUM",0.002,"1a5300","c.1.2.4"
"Rv2883c","CERT",8E-05,"1dvjA0","c.1.2.3"
"Rv2884","CERT",4E-06,"1a04A0","a.4.6.2"
"Rv2885c","LOW",0.015,"1qaxA1","NULL"
"Rv2886c","HIGH",0.0006,"2rslA0","c.53.1.1"
"Rv2887","HIGH",0.0002,"1bi000","a.4.5.24"
"Rv2888c","MEDIUM",0.002,"1lucA0","c.1.16.1"
"Rv2889c","MEDIUM",0.001,"1pymA0","c.1.12.7"
"Rv2890c","MEDIUM",0.002,"1a2zA0","c.56.4.1"
"Rv2891","MEDIUM",0.009,"1e25A0","e.3.1.1"
"Rv2892c","MEDIUM",0.004,"1f6fB0","b.1.2.1"
"Rv2893","CERT",2E-09,"1lucA0","c.1.16.1"
"Rv2894c","CERT",4E-09,"1a0p00","a.60.9.1"
"Rv2895c","MEDIUM",0.002,"1bn6A0","c.69.1.8"
"Rv2896c","CERT",2E-06,"1gewA0","c.67.1.1"
"Rv2897c","CERT",4E-08,"1g8pA0","c.37.1.20"
"Rv2898c","LOW",0.017,"1gg4A3","NULL"
"Rv2899c","MEDIUM",0.003,"1c3qA0","c.72.1.2"
"Rv2900c","CERT",4E-10,"2napA2","NULL"
"Rv2901c","GUESS",0.339,"1a0p00","a.60.9.1"
"Rv2902c","LOW",0.017,"1gpeA0","c.3.1.2"
"Rv2903c","LOW",0.011,"1boy00","b.1.2.1"
"Rv2904c","LOW",0.073,"1a3c00","c.61.1.1"
"Rv2905","CERT",1E-07,"1e25A0","e.3.1.1"
"Rv2906c","GUESS",0.324,"1d2eA1","NULL"
"Rv2907c","MEDIUM",0.003,"1ebdA2","NULL"
"Rv2908c","LOW",0.073,"1vih00","d.51.1.1"
"Rv2909c","LOW",0.075,"1vfrA0","d.90.1.1"
"Rv2910c","MEDIUM",0.002,"1qsmA0","d.108.1.1"
"Rv2911","CERT",2E-08,"1e25A0","e.3.1.1"
"Rv2912c","CERT",2E-06,"1jusE0","a.4.1.9"
"Rv2913c","HIGH",0.0009,"1ubpC0","b.92.1.1"
"Rv2914c","MEDIUM",0.002,"1gcoA0","c.2.1.2"
"Rv2915c","CERT",6E-08,"1ubpC0","b.92.1.1"
"Rv2916c","CERT",1E-08,"1fts02","NULL"
"Rv2917","HIGH",0.0002,"1fmtA0","b.46.1.1"
"Rv2918c","HIGH",0.0001,"1ebmA0","a.96.1.3"
"Rv2919c","CERT",6E-06,"2pii00","d.58.5.1"
"Rv2920c","LOW",0.015,"2omf00","f.4.3.1"
"Rv2921c","CERT",1E-08,"1fts02","NULL"
"Rv2922c","CERT",1E-06,"1f2tA0","c.37.1.12"
"Rv2923c","LOW",0.034,"2sak00","d.15.5.1"
"Rv2924c","CERT",3E-09,"1ee8A0","a.156.1.2"
"Rv2925c","HIGH",0.0002,"1qu6A0","d.50.1.1"
"Rv2926c","LOW",0.023,"1bjx00","NULL"
"Rv2927c","CERT",4E-05,"1qu7A0","h.4.5.1"
"Rv2928","CERT",6E-08,"1c4xA0","c.69.1.10"
"Rv2929","GUESS",0.263,"1fvaA0","d.58.28.1"
"Rv2930","CERT",7E-10,"1amuA0","e.23.1.1"
"Rv2931","CERT",3E-09,"1mla00","c.19.1.1"
"Rv2932","CERT",3E-09,"1mla00","c.19.1.1"
"Rv2933","CERT",2E-09,"2ohxA0","b.35.1.2"
"Rv2934","CERT",3E-09,"1mla00","c.19.1.1"
"Rv2935","CERT",4E-09,"1mla00","c.19.1.1"
"Rv2936","CERT",2E-07,"1gajA0","c.37.1.12"
"Rv2937","LOW",0.019,"1pvdA3","NULL"
"Rv2938","MEDIUM",0.002,"2tct00","a.4.1.9"
"Rv2939","LOW",0.049,"1jehA2","NULL"
"Rv2940c","CERT",4E-09,"1mla00","c.19.1.1"
"Rv2941","CERT",6E-10,"1amuA0","e.23.1.1"
"Rv2942","CERT",2E-05,"1c1gB0","NULL"
"Rv2943","MEDIUM",0.006,"1cxqA0","NULL"
"Rv2944","MEDIUM",0.009,"1a5300","c.1.2.4"
"Rv2945c","MEDIUM",0.002,"1cwvA0","b.1.14.1"
"Rv2946c","CERT",2E-09,"1mla00","c.19.1.1"
"Rv2947c","CERT",3E-07,"1bi5A0","c.95.1.2"
"Rv2948c","CERT",5E-10,"1amuA0","e.23.1.1"
"Rv2949c","MEDIUM",0.002,"1cx4A2","NULL"
"Rv2950c","CERT",1E-09,"1amuA0","e.23.1.1"
"Rv2951c","CERT",1E-09,"1ezwA0","c.1.16.3"
"Rv2952","CERT",9E-07,"1fp1D2","NULL"
"Rv2953","HIGH",0.0001,"1fohA0","c.3.1.2"
"Rv2954c","CERT",2E-05,"1dusA0","c.66.1.4"
"Rv2955c","CERT",2E-05,"1dusA0","c.66.1.4"
"Rv2956","LOW",0.028,"1j4fA0","None"
"Rv2957","CERT",4E-07,"1foaA0","c.68.1.10"
"Rv2958c","CERT",7E-10,"1iirA0","c.87.1.5"
"Rv2959c","HIGH",0.0001,"1vid00","c.66.1.1"
"Rv2960c","GUESS",0.354,"1jb0J0","f.23.18.1"
"Rv2961","LOW",0.024,"1mjc00","b.40.4.5"
"Rv2962c","CERT",2E-09,"1iirA0","c.87.1.5"
"Rv2963","MEDIUM",0.002,"1gcuA1","NULL"
"Rv2964","CERT",8E-08,"1fmtA2","NULL"
"Rv2965c","LOW",0.092,"1ecrA0","e.2.1.1"
"Rv2966c","CERT",2E-07,"1dusA0","c.66.1.4"
"Rv2967c","CERT",1E-09,"1bncA0","b.84.2.1"
"Rv2968c","LOW",0.051,"1dpgA1","NULL"
"Rv2969c","CERT",2E-06,"1fvkA0","c.47.1.13"
"Rv2970c","CERT",2E-07,"1qfmA2","NULL"
"Rv2971","CERT",3E-09,"1frb00","NULL"
"Rv2972c","GUESS",0.366,"1fo4A1","NULL"
"Rv2973c","CERT",7E-10,"1gm5A0","a.24.21.1"
"Rv2974c","CERT",4E-06,"1gpeA1","NULL"
"Rv2975c","LOW",0.017,"1vsgA0","h.4.1.1"
"Rv2976c","CERT",4E-09,"3eugA0","c.18.1.1"
"Rv2977c","HIGH",0.0007,"1j79A0","c.1.9.4"
"Rv2978c","MEDIUM",0.006,"1a49A1","NULL"
"Rv2979c","HIGH",0.0001,"2rslA0","c.53.1.1"
"Rv2980","LOW",0.015,"1c0nA0","c.67.1.3"
"Rv2981c","CERT",3E-09,"1iow00","c.30.1.2"
"Rv2982c","CERT",3E-08,"2pgd00","a.100.1.1"
"Rv2983","CERT",4E-05,"1fr9A0","c.68.1.8"
"Rv2984","CERT",4E-06,"1byrA0","d.136.1.1"
"Rv2985","CERT",3E-05,"1bif02","NULL"
"Rv2986c","MEDIUM",0.005,"1f0xA2","NULL"
"Rv2987c","MEDIUM",0.001,"1ebdA2","NULL"
"Rv2988c","CERT",9E-10,"1amj00","c.8.2.1"
"Rv2989","HIGH",0.0001,"1f5mB0","d.110.2.1"
"Rv2990c","HIGH",0.0001,"1jsxA0","c.66.1.20"
"Rv2991","MEDIUM",0.008,"2liv00","c.93.1.1"
"Rv2992c","CERT",7E-10,"1gln00","a.97.1.1"
"Rv2993c","CERT",1E-07,"1qcnA0","b.34.8.1"
"Rv2994","HIGH",0.0004,"1gca00","c.93.1.1"
"Rv2995c","CERT",1E-09,"1iso00","c.77.1.1"
"Rv2996c","CERT",7E-10,"1psdA0","c.2.1.4"
"Rv2997","CERT",1E-07,"1gosA0","c.3.1.2"
"Rv2998","GUESS",0.114,"2occI0","f.23.3.1"
"Rv2999","LOW",0.095,"1qbjA0","a.4.5.19"
"Rv3000","CERT",5E-07,"1gajA0","c.37.1.12"
"Rv3001c","CERT",5E-07,"1bg600","a.100.1.5"
"Rv3002c","MEDIUM",0.005,"1psdA3","NULL"
"Rv3003","CERT",3E-10,"1bfd00","c.31.1.3"
"Rv3004","LOW",0.018,"1qh5A0","d.157.1.2"
"Rv3005c","LOW",0.014,"1ftrA2","NULL"
"Rv3006","HIGH",0.0002,"1ijqA1","NULL"
"Rv3007c","GUESS",0.454,"2u2fA0","d.58.7.1"
"Rv3008","MEDIUM",0.006,"1gof02","NULL"
"Rv3009c","HIGH",0.0008,"1c1gB0","NULL"
"Rv3010c","HIGH",0.0001,"1gca00","c.93.1.1"
"Rv3011c","MEDIUM",0.005,"1ga1A0","c.41.1.2"
"Rv3012c","LOW",0.076,"1dzfA2","NULL"
"Rv3013","HIGH",0.0004,"1f5mB0","d.110.2.1"
"Rv3014c","CERT",5E-07,"1fviA0","b.40.4.6"
"Rv3015c","CERT",1E-05,"1psdA0","c.2.1.4"
"Rv3016","GUESS",0.127,"1a6cA2","NULL"
"Rv3017c","LOW",0.046,"1foeA2","NULL"
"Rv3018c","CERT",8E-05,"1bn6A0","c.69.1.8"
"Rv3019c","GUESS",0.404,"1xbd00","b.2.2.1"
"Rv3020c","LOW",0.029,"1lywA0","NULL"
"Rv3021c","HIGH",0.0004,"1j79A0","c.1.9.4"
"Rv3022c","LOW",0.036,"1bn6A0","c.69.1.8"
"Rv3023c","HIGH",0.0002,"2tct00","a.4.1.9"
"Rv3024c","CERT",5E-06,"2nsyA0","c.26.2.1"
"Rv3025c","CERT",1E-09,"1ecxA0","c.67.1.3"
"Rv3026c","GUESS",0.147,"1mpgA2","NULL"
"Rv3027c","MEDIUM",0.001,"1lucA0","c.1.16.1"
"Rv3028c","CERT",2E-08,"1e11A0","NULL"
"Rv3029c","CERT",3E-07,"1e11B0","NULL"
"Rv3030","CERT",5E-06,"1vid00","c.66.1.1"
"Rv3031","HIGH",0.0006,"1drtA0","b.82.2.2"
"Rv3032","CERT",2E-09,"1f6dA0","c.87.1.3"
"Rv3033","LOW",0.023,"1ef1A3","NULL"
"Rv3034c","CERT",3E-06,"1g97A1","NULL"
"Rv3035","HIGH",0.0004,"1qg3A0","b.1.2.1"
"Rv3036c","GUESS",0.372,"1gdtA1","NULL"
"Rv3037c","MEDIUM",0.001,"1dusA0","c.66.1.4"
"Rv3038c","CERT",1E-07,"1fp1D2","NULL"
"Rv3039c","CERT",2E-08,"1ef8A0","c.14.1.3"
"Rv3040c","MEDIUM",0.001,"2tct00","a.4.1.9"
"Rv3041c","CERT",1E-08,"1gajA0","c.37.1.12"
"Rv3042c","CERT",3E-08,"1f5sA0","c.108.1.4"
"Rv3043c","CERT",2E-07,"2occA0","f.24.1.1"
"Rv3044","CERT",7E-09,"1efdN0","c.92.2.1"
"Rv3045","CERT",2E-09,"2ohxA0","b.35.1.2"
"Rv3046c","LOW",0.014,"1dvpA0","a.118.9.2"
"Rv3047c","LOW",0.035,"1dnyA0","a.28.1.2"
"Rv3048c","CERT",1E-07,"1xikA0","a.25.1.2"
"Rv3049c","CERT",1E-07,"1gpeA1","NULL"
"Rv3050c","CERT",1E-06,"2tct00","a.4.1.9"
"Rv3051c","GUESS",0.225,"1vcc00","d.121.1.1"
"Rv3052c","HIGH",0.0001,"1akq00","c.23.5.1"
"Rv3053c","HIGH",0.0003,"1qfnA0","c.47.1.1"
"Rv3054c","CERT",8E-07,"1d4aA0","c.23.5.3"
"Rv3055","CERT",2E-06,"2tct00","a.4.1.9"
"Rv3056","CERT",9E-08,"1im4A0","e.8.1.7"
"Rv3057c","CERT",1E-08,"1cydA0","c.2.1.2"
